2020-04-19 02:32:29{GMT+0} INFO  [main] application.AppTester: The application has started...
2020-04-19 02:32:41{GMT+0} INFO  [dispatcher-event-loop-1] org.apache.spark.storage.BlockManagerMasterEndpoint: Registering block manager DESKTOP-I6NGAN6:59809 with 2.9 GB RAM, BlockManagerId(driver, DESKTOP-I6NGAN6, 59809, None)
2020-04-19 02:32:41{GMT+0} INFO  [main] org.apache.spark.storage.BlockManagerMaster: Registered BlockManager BlockManagerId(driver, DESKTOP-I6NGAN6, 59809, None)
2020-04-19 02:32:41{GMT+0} INFO  [main] org.apache.spark.storage.BlockManager: Initialized BlockManager: BlockManagerId(driver, DESKTOP-I6NGAN6, 59809, None)
2020-04-19 02:32:41{GMT+0} INFO  [main] org.spark_project.jetty.server.handler.ContextHandler: Started o.s.j.s.ServletContextHandler@4a31c2ee{/metrics/json,null,AVAILABLE,@Spark}
2020-04-19 02:32:42{GMT+0} INFO  [main] org.apache.spark.sql.internal.SharedState: Setting hive.metastore.warehouse.dir ('null') to the value of spark.sql.warehouse.dir ('file:/C:/Users/r_kar/FileUtilitySpark/solutions/spark-warehouse').
2020-04-19 02:32:42{GMT+0} INFO  [main] org.apache.spark.sql.internal.SharedState: Warehouse path is 'file:/C:/Users/r_kar/FileUtilitySpark/solutions/spark-warehouse'.
2020-04-19 02:32:42{GMT+0} INFO  [main] org.spark_project.jetty.server.handler.ContextHandler: Started o.s.j.s.ServletContextHandler@6872f9c8{/SQL,null,AVAILABLE,@Spark}
2020-04-19 02:32:42{GMT+0} INFO  [main] org.spark_project.jetty.server.handler.ContextHandler: Started o.s.j.s.ServletContextHandler@6d2d99fc{/SQL/json,null,AVAILABLE,@Spark}
2020-04-19 02:32:42{GMT+0} INFO  [main] org.spark_project.jetty.server.handler.ContextHandler: Started o.s.j.s.ServletContextHandler@201aa8c1{/SQL/execution,null,AVAILABLE,@Spark}
2020-04-19 02:32:42{GMT+0} INFO  [main] org.spark_project.jetty.server.handler.ContextHandler: Started o.s.j.s.ServletContextHandler@5d58c727{/SQL/execution/json,null,AVAILABLE,@Spark}
2020-04-19 02:32:42{GMT+0} INFO  [main] org.spark_project.jetty.server.handler.ContextHandler: Started o.s.j.s.ServletContextHandler@1d782abe{/static/sql,null,AVAILABLE,@Spark}
2020-04-19 02:32:43{GMT+0} INFO  [main] org.apache.spark.sql.execution.streaming.state.StateStoreCoordinatorRef: Registered StateStoreCoordinator endpoint
2020-04-19 02:32:47{GMT+0} INFO  [main] org.apache.spark.sql.execution.datasources.FileSourceStrategy: Pruning directories with: 
2020-04-19 02:32:47{GMT+0} INFO  [main] org.apache.spark.sql.execution.datasources.FileSourceStrategy: Post-Scan Filters: 
2020-04-19 02:32:47{GMT+0} INFO  [main] org.apache.spark.sql.execution.datasources.FileSourceStrategy: Output Data Schema: struct<value: string>
2020-04-19 02:32:47{GMT+0} INFO  [main] org.apache.spark.sql.execution.FileSourceScanExec: Pushed Filters: 
2020-04-19 02:32:48{GMT+0} INFO  [main] org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator: Code generated in 553.7366 ms
2020-04-19 02:32:48{GMT+0} INFO  [main] org.apache.spark.storage.memory.MemoryStore: Block broadcast_0 stored as values in memory (estimated size 221.4 KB, free 2.9 GB)
2020-04-19 02:32:49{GMT+0} INFO  [main] org.apache.spark.storage.memory.MemoryStore: Block broadcast_0_piece0 stored as bytes in memory (estimated size 20.8 KB, free 2.9 GB)
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-3] org.apache.spark.storage.BlockManagerInfo: Added broadcast_0_piece0 in memory on DESKTOP-I6NGAN6:59809 (size: 20.8 KB, free: 2.9 GB)
2020-04-19 02:32:49{GMT+0} INFO  [main] org.apache.spark.SparkContext: Created broadcast 0 from load at FileExtensionCounterApp.java:96
2020-04-19 02:32:49{GMT+0} INFO  [main] org.apache.spark.sql.execution.FileSourceScanExec: Planning scan with bin packing, max size: 58673597 bytes, open cost is considered as scanning 4194304 bytes.
2020-04-19 02:32:49{GMT+0} INFO  [main] org.apache.spark.SparkContext: Starting job: load at FileExtensionCounterApp.java:96
2020-04-19 02:32:49{GMT+0} INFO  [dag-scheduler-event-loop] org.apache.spark.scheduler.DAGScheduler: Got job 0 (load at FileExtensionCounterApp.java:96) with 10 output partitions
2020-04-19 02:32:49{GMT+0} INFO  [dag-scheduler-event-loop] org.apache.spark.scheduler.DAGScheduler: Final stage: ResultStage 0 (load at FileExtensionCounterApp.java:96)
2020-04-19 02:32:49{GMT+0} INFO  [dag-scheduler-event-loop] org.apache.spark.scheduler.DAGScheduler: Parents of final stage: List()
2020-04-19 02:32:49{GMT+0} INFO  [dag-scheduler-event-loop] org.apache.spark.scheduler.DAGScheduler: Missing parents: List()
2020-04-19 02:32:49{GMT+0} INFO  [dag-scheduler-event-loop] org.apache.spark.scheduler.DAGScheduler: Submitting ResultStage 0 (MapPartitionsRDD[2] at load at FileExtensionCounterApp.java:96), which has no missing parents
2020-04-19 02:32:49{GMT+0} INFO  [dag-scheduler-event-loop] org.apache.spark.storage.memory.MemoryStore: Block broadcast_1 stored as values in memory (estimated size 9.6 KB, free 2.9 GB)
2020-04-19 02:32:49{GMT+0} INFO  [dag-scheduler-event-loop] org.apache.spark.storage.memory.MemoryStore: Block broadcast_1_piece0 stored as bytes in memory (estimated size 5.2 KB, free 2.9 GB)
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-4] org.apache.spark.storage.BlockManagerInfo: Added broadcast_1_piece0 in memory on DESKTOP-I6NGAN6:59809 (size: 5.2 KB, free: 2.9 GB)
2020-04-19 02:32:49{GMT+0} INFO  [dag-scheduler-event-loop] org.apache.spark.SparkContext: Created broadcast 1 from broadcast at DAGScheduler.scala:1161
2020-04-19 02:32:49{GMT+0} INFO  [dag-scheduler-event-loop] org.apache.spark.scheduler.DAGScheduler: Submitting 10 missing tasks from ResultStage 0 (MapPartitionsRDD[2] at load at FileExtensionCounterApp.java:96) (first 15 tasks are for partitions Vector(0, 1, 2, 3, 4, 5, 6, 7, 8, 9))
2020-04-19 02:32:49{GMT+0} INFO  [dag-scheduler-event-loop] org.apache.spark.scheduler.TaskSchedulerImpl: Adding task set 0.0 with 10 tasks
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-5] org.apache.spark.scheduler.TaskSetManager: Starting task 0.0 in stage 0.0 (TID 0, localhost, executor driver, partition 0, PROCESS_LOCAL, 8279 bytes)
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-5] org.apache.spark.scheduler.TaskSetManager: Starting task 1.0 in stage 0.0 (TID 1, localhost, executor driver, partition 1, PROCESS_LOCAL, 8279 bytes)
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-5] org.apache.spark.scheduler.TaskSetManager: Starting task 2.0 in stage 0.0 (TID 2, localhost, executor driver, partition 2, PROCESS_LOCAL, 8279 bytes)
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-5] org.apache.spark.scheduler.TaskSetManager: Starting task 3.0 in stage 0.0 (TID 3, localhost, executor driver, partition 3, PROCESS_LOCAL, 8279 bytes)
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-5] org.apache.spark.scheduler.TaskSetManager: Starting task 4.0 in stage 0.0 (TID 4, localhost, executor driver, partition 4, PROCESS_LOCAL, 8279 bytes)
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-5] org.apache.spark.scheduler.TaskSetManager: Starting task 5.0 in stage 0.0 (TID 5, localhost, executor driver, partition 5, PROCESS_LOCAL, 8279 bytes)
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-5] org.apache.spark.scheduler.TaskSetManager: Starting task 6.0 in stage 0.0 (TID 6, localhost, executor driver, partition 6, PROCESS_LOCAL, 8279 bytes)
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-5] org.apache.spark.scheduler.TaskSetManager: Starting task 7.0 in stage 0.0 (TID 7, localhost, executor driver, partition 7, PROCESS_LOCAL, 8279 bytes)
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-5] org.apache.spark.scheduler.TaskSetManager: Starting task 8.0 in stage 0.0 (TID 8, localhost, executor driver, partition 8, PROCESS_LOCAL, 8279 bytes)
2020-04-19 02:32:49{GMT+0} INFO  [dispatcher-event-loop-5] org.apache.spark.scheduler.TaskSetManager: Starting task 9.0 in stage 0.0 (TID 9, localhost, executor driver, partition 9, PROCESS_LOCAL, 8279 bytes)
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 9] org.apache.spark.executor.Executor: Running task 9.0 in stage 0.0 (TID 9)
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 8] org.apache.spark.executor.Executor: Running task 8.0 in stage 0.0 (TID 8)
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 4] org.apache.spark.executor.Executor: Running task 4.0 in stage 0.0 (TID 4)
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 2] org.apache.spark.executor.Executor: Running task 2.0 in stage 0.0 (TID 2)
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 1] org.apache.spark.executor.Executor: Running task 1.0 in stage 0.0 (TID 1)
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 3] org.apache.spark.executor.Executor: Running task 3.0 in stage 0.0 (TID 3)
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 0] org.apache.spark.executor.Executor: Running task 0.0 in stage 0.0 (TID 0)
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 7] org.apache.spark.executor.Executor: Running task 7.0 in stage 0.0 (TID 7)
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 5] org.apache.spark.executor.Executor: Running task 5.0 in stage 0.0 (TID 5)
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 6] org.apache.spark.executor.Executor: Running task 6.0 in stage 0.0 (TID 6)
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 4] org.apache.spark.sql.execution.datasources.FileScanRDD: Reading File path: file:///C:/Users/r_kar/FileUtilitySpark/solutions/data/log.json, range: 0-58673597, partition values: [empty row]
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 1] org.apache.spark.sql.execution.datasources.FileScanRDD: Reading File path: file:///C:/Users/r_kar/FileUtilitySpark/solutions/data/log.json, range: 58673597-117347194, partition values: [empty row]
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 2] org.apache.spark.sql.execution.datasources.FileScanRDD: Reading File path: file:///C:/Users/r_kar/FileUtilitySpark/solutions/data/log.json, range: 117347194-176020791, partition values: [empty row]
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 7] org.apache.spark.sql.execution.datasources.FileScanRDD: Reading File path: file:///C:/Users/r_kar/FileUtilitySpark/solutions/data/log.json, range: 176020791-234694388, partition values: [empty row]
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 5] org.apache.spark.sql.execution.datasources.FileScanRDD: Reading File path: file:///C:/Users/r_kar/FileUtilitySpark/solutions/data/log.json, range: 58673597-117347194, partition values: [empty row]
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 6] org.apache.spark.sql.execution.datasources.FileScanRDD: Reading File path: file:///C:/Users/r_kar/FileUtilitySpark/solutions/data/log.json, range: 117347194-176020791, partition values: [empty row]
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 8] org.apache.spark.sql.execution.datasources.FileScanRDD: Reading File path: file:///C:/Users/r_kar/FileUtilitySpark/solutions/data/log.json, range: 234694388-289173682, partition values: [empty row]
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 3] org.apache.spark.sql.execution.datasources.FileScanRDD: Reading File path: file:///C:/Users/r_kar/FileUtilitySpark/solutions/data/log.json, range: 176020791-234694388, partition values: [empty row]
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 0] org.apache.spark.sql.execution.datasources.FileScanRDD: Reading File path: file:///C:/Users/r_kar/FileUtilitySpark/solutions/data/log.json, range: 0-58673597, partition values: [empty row]
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 9] org.apache.spark.sql.execution.datasources.FileScanRDD: Reading File path: file:///C:/Users/r_kar/FileUtilitySpark/solutions/data/log.json, range: 234694388-289173682, partition values: [empty row]
2020-04-19 02:32:49{GMT+0} INFO  [Executor task launch worker for task 1] org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator: Code generated in 32.9775 ms
2020-04-19 02:32:51{GMT+0} INFO  [Executor task launch worker for task 4] org.apache.spark.executor.Executor: Finished task 4.0 in stage 0.0 (TID 4). 2105 bytes result sent to driver
2020-04-19 02:32:51{GMT+0} INFO  [task-result-getter-0] org.apache.spark.scheduler.TaskSetManager: Finished task 4.0 in stage 0.0 (TID 4) in 2157 ms on localhost (executor driver) (1/10)
2020-04-19 02:32:51{GMT+0} INFO  [Executor task launch worker for task 8] org.apache.spark.executor.Executor: Finished task 8.0 in stage 0.0 (TID 8). 2062 bytes result sent to driver
2020-04-19 02:32:51{GMT+0} INFO  [Executor task launch worker for task 2] org.apache.spark.executor.Executor: Finished task 2.0 in stage 0.0 (TID 2). 2105 bytes result sent to driver
2020-04-19 02:32:52{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 8.0 in stage 0.0 (TID 8) in 2394 ms on localhost (executor driver) (2/10)
2020-04-19 02:32:52{GMT+0} INFO  [task-result-getter-2] org.apache.spark.scheduler.TaskSetManager: Finished task 2.0 in stage 0.0 (TID 2) in 2444 ms on localhost (executor driver) (3/10)
2020-04-19 02:32:52{GMT+0} INFO  [Executor task launch worker for task 5] org.apache.spark.executor.Executor: Finished task 5.0 in stage 0.0 (TID 5). 2105 bytes result sent to driver
2020-04-19 02:32:52{GMT+0} INFO  [Executor task launch worker for task 9] org.apache.spark.executor.Executor: Finished task 9.0 in stage 0.0 (TID 9). 2105 bytes result sent to driver
2020-04-19 02:32:52{GMT+0} INFO  [task-result-getter-0] org.apache.spark.scheduler.TaskSetManager: Finished task 9.0 in stage 0.0 (TID 9) in 2463 ms on localhost (executor driver) (4/10)
2020-04-19 02:32:52{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 5.0 in stage 0.0 (TID 5) in 2490 ms on localhost (executor driver) (5/10)
2020-04-19 02:32:52{GMT+0} INFO  [Executor task launch worker for task 7] org.apache.spark.executor.Executor: Finished task 7.0 in stage 0.0 (TID 7). 2105 bytes result sent to driver
2020-04-19 02:32:52{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 7.0 in stage 0.0 (TID 7) in 2508 ms on localhost (executor driver) (6/10)
2020-04-19 02:32:52{GMT+0} INFO  [Executor task launch worker for task 0] org.apache.spark.executor.Executor: Finished task 0.0 in stage 0.0 (TID 0). 2105 bytes result sent to driver
2020-04-19 02:32:52{GMT+0} INFO  [task-result-getter-2] org.apache.spark.scheduler.TaskSetManager: Finished task 0.0 in stage 0.0 (TID 0) in 2571 ms on localhost (executor driver) (7/10)
2020-04-19 02:32:52{GMT+0} INFO  [Executor task launch worker for task 6] org.apache.spark.executor.Executor: Finished task 6.0 in stage 0.0 (TID 6). 2105 bytes result sent to driver
2020-04-19 02:32:52{GMT+0} INFO  [task-result-getter-0] org.apache.spark.scheduler.TaskSetManager: Finished task 6.0 in stage 0.0 (TID 6) in 2566 ms on localhost (executor driver) (8/10)
2020-04-19 02:32:52{GMT+0} INFO  [Executor task launch worker for task 1] org.apache.spark.executor.Executor: Finished task 1.0 in stage 0.0 (TID 1). 2062 bytes result sent to driver
2020-04-19 02:32:52{GMT+0} INFO  [task-result-getter-3] org.apache.spark.scheduler.TaskSetManager: Finished task 1.0 in stage 0.0 (TID 1) in 2614 ms on localhost (executor driver) (9/10)
2020-04-19 02:32:52{GMT+0} INFO  [Executor task launch worker for task 3] org.apache.spark.executor.Executor: Finished task 3.0 in stage 0.0 (TID 3). 2062 bytes result sent to driver
2020-04-19 02:32:52{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSetManager: Finished task 3.0 in stage 0.0 (TID 3) in 2694 ms on localhost (executor driver) (10/10)
2020-04-19 02:32:52{GMT+0} INFO  [task-result-getter-1] org.apache.spark.scheduler.TaskSchedulerImpl: Removed TaskSet 0.0, whose tasks have all completed, from pool 
2020-04-19 02:32:52{GMT+0} INFO  [dag-scheduler-event-loop] org.apache.spark.scheduler.DAGScheduler: ResultStage 0 (load at FileExtensionCounterApp.java:96) finished in 2.867 s
2020-04-19 02:32:52{GMT+0} INFO  [main] org.apache.spark.scheduler.DAGScheduler: Job 0 finished: load at FileExtensionCounterApp.java:96, took 2.961681 s
2020-04-19 02:32:52{GMT+0} INFO  [main] org.apache.spark.sql.execution.datasources.FileSourceStrategy: Pruning directories with: 
2020-04-19 02:32:52{GMT+0} INFO  [main] org.apache.spark.sql.execution.datasources.FileSourceStrategy: Post-Scan Filters: 
2020-04-19 02:32:52{GMT+0} INFO  [main] org.apache.spark.sql.execution.datasources.FileSourceStrategy: Output Data Schema: struct<bg: string, dp: bigint, nm: string, ph: string, pt: bigint ... 7 more fields>
2020-04-19 02:32:52{GMT+0} INFO  [main] org.apache.spark.sql.execution.FileSourceScanExec: Pushed Filters: 
2020-04-19 02:32:53{GMT+0} INFO  [main] org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator: Code generated in 47.29 ms
2020-04-19 02:32:53{GMT+0} INFO  [main] org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator: Code generated in 59.9365 ms
2020-04-19 02:32:53{GMT+0} INFO  [main] org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator: Code generated in 110.9665 ms
2020-04-19 02:32:53{GMT+0} INFO  [main] org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator: Code generated in 25.0831 ms
2020-04-19 02:32:53{GMT+0} INFO  [main] org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator: Code generated in 22.5397 ms
2020-04-19 02:32:53{GMT+0} INFO  [main] org.apache.spark.sql.catalyst.expressions.codegen.CodeGenerator: Code generated in 49.8165 ms
2020-04-19 02:32:53{GMT+0} INFO  [main] org.apache.spark.storage.memory.MemoryStore: Block broadcast_2 stored as values in memory (estimated size 221.4 KB, free 2.9 GB)
2020-04-19 02:32:53{GMT+0} INFO  [main] org.apache.spark.storage.memory.MemoryStore: Block broadcast_2_piece0 stored as bytes in memory (estimated size 20.8 KB, free 2.9 GB)
2020-04-19 02:32:53{GMT+0} INFO  [dispatcher-event-loop-6] org.apache.spark.storage.BlockManagerInfo: Added broadcast_2_piece0 in memory on DESKTOP-I6NGAN6:59809 (size: 20.8 KB, free: 2.9 GB)
2020-04-19 02:32:53{GMT+0} INFO  [main] org.apache.spark.SparkContext: Created broadcast 2 from foreachPartition at FileExtensionCounterApp.java:162
